t model,t_reduction,t search,t all
1.713022356852889e-06,0,0.648123744991608,4.759332193003502
1.0720104910433292e-06,0,0.6531025799922645,0.7658185190230142
1.1119991540908813e-06,0,0.6659202029986773,0.7788101870100945
1.001986674964428e-06,0,0.6545406070072204,0.7706532329902984
7.509952411055565e-07,0,0.6646278289845213,0.7795077050104737
5.910114850848913e-07,0,0.6663456319947727,0.778601066005649
6.509944796562195e-07,0,0.6604519609827548,0.774210472998675
6.20988430455327e-07,0,0.668457751016831,0.7832407030218747
5.809997674077749e-07,0,0.6583013880008366,0.770102861977648
8.819915819913149e-07,0,0.6712751419981942,0.7878060439834371
6.909831427037716e-07,0,0.6604453390173148,0.776220731990179
7.420021574944258e-07,0,0.6584932779951487,0.7755886180093512
7.319904398173094e-07,0,0.6599056959967129,0.7745236489863601
1.3530079741030931e-06,0,0.6545993059989996,0.7742835000099149
8.410133887082338e-07,0,0.6483325459994376,0.7598190990102012
6.610061973333359e-07,0,0.6547932310204487,0.7725770699908026
8.310016710311174e-07,0,0.6494540499988943,0.7664843769744039
6.909831427037716e-07,0,0.6554167809954379,0.769108717009658
7.420021574944258e-07,0,0.6477469890087377,0.7579647229867987
8.909846656024456e-07,0,0.6588334059924819,0.7974795899935998
6.119953468441963e-07,0,0.6635775509930681,0.7782635930052493
6.310001481324434e-07,0,0.6583572530071251,0.7715688500029501
7.310009095817804e-07,0,0.6536838909960352,0.7714166149962693
1.2129894457757473e-06,0,0.6658894449938089,0.7809113459952641
6.21977960690856e-07,0,0.6642126119986642,0.7847127050044946
6.410118658095598e-07,0,0.6589557149854954,0.773012566001853
7.609778549522161e-07,0,0.6642539680178743,0.7827783469983842
8.520146366208792e-07,0,0.6575033830013126,0.7920650390151422
8.720089681446552e-07,0,0.6548719970160164,0.7726266240060795
7.519847713410854e-07,0,0.6484955330088269,0.7609189409995452
8.019851520657539e-07,0,0.6600237480015494,0.7693121090123896
6.110058166086674e-07,0,0.6642623950028792,0.7811585199960973
7.310009095817804e-07,0,0.6665928339934908,0.7798922859947197
8.110073395073414e-07,0,0.6776124949974474,0.799230153003009
7.110065780580044e-07,0,0.6585154399799649,0.7727268010203261
8.220085874199867e-07,0,0.6577551240043249,0.7674813970224932
8.110073395073414e-07,0,0.6467103460163344,0.763524698006222
1.3420067261904478e-06,0,0.6673747489985544,0.7784392399771605
6.609770935028791e-07,0,0.6619516229839064,0.7732442920096219
1.2119999155402184e-06,0,0.6692030979902484,0.7856450020044576
1.0619987733662128e-06,0,0.6678252150013577,0.7824055579840206
7.509952411055565e-07,0,0.6595323549991008,0.7717267060070299
6.710179150104523e-07,0,0.6595154439855833,0.7764703099965118
7.409835234284401e-07,0,0.6475216260005254,0.7647986239753664
6.310001481324434e-07,0,0.6542969700240064,0.7614336069964338
5.610054358839989e-07,0,0.6498980220058002,0.7620015619904734
8.920032996684313e-07,0,0.6626687769894488,0.7742724580166396
7.520138751715422e-07,0,0.6463171079813037,0.7651020249759313
7.310009095817804e-07,0,0.65098144300282,0.7627341840125155
7.619964890182018e-07,0,0.6506505529978313,0.761588296998525
8.609786164015532e-07,0,0.6504912039963529,0.7655770859855693
7.220078259706497e-07,0,0.6498126020014752,0.7686778089846484
7.519847713410854e-07,0,0.6405349370033946,0.7504987040010747
8.019851520657539e-07,0,0.6480518709868193,0.7584213800146244
7.420021574944258e-07,0,0.6517684889840893,0.7654954330064356
9.81002813205123e-07,0,0.6570607620233204,0.8062572780181654
7.109774742275476e-07,0,0.6593627480033319,0.771535406995099
8.720089681446552e-07,0,0.6809966519940645,0.7949458509974647
7.210182957351208e-07,0,0.6734998150204774,0.7864532969833817
7.310009095817804e-07,0,0.6517446850193664,0.766733614000259
7.310009095817804e-07,0,0.6609105310053565,0.7715149979921989
1.001986674964428e-06,0,0.6856038380065002,0.8024894260161091
6.409827619791031e-07,0,0.6561010509904008,0.7681380870053545
7.820199243724346e-07,0,0.6558406130061485,0.7690812860091683
7.610069587826729e-07,0,0.6515267050126567,0.7623617070203181
7.120252121239901e-07,0,0.646035279991338,0.7566207640047651
1.101987436413765e-06,0,0.650912242999766,0.7652534969965927
